run,steps,collisions,intimate,close intimate,person,social,public
358,272,0,0,0,0,2878,13517
359,301,0,0,0,381,3433,19367
360,343,0,0,0,0,1917,19041
361,302,0,0,0,182,806,21124
362,395,0,0,7,234,3021,25431
363,221,0,0,0,0,472,15242
364,380,0,0,0,112,3448,26201
365,401,0,0,69,1172,3881,22618
366,234,0,0,0,0,654,14707
367,505,0,0,0,305,2827,23039
368,429,0,0,0,0,2846,28174
369,259,0,0,0,0,541,21118
370,400,0,0,0,9,2985,29026
371,282,0,0,0,0,862,18971
372,220,0,0,0,8,656,17476
373,245,0,0,0,3,630,19492
374,430,0,0,0,29,4690,18375
375,529,0,0,0,0,2486,22434
376,451,0,0,0,62,3686,28105
377,405,0,0,0,2,3472,28899
378,331,0,0,0,0,1523,23297
379,371,0,0,0,0,1630,21653
380,295,0,0,0,0,1386,20383
381,333,0,0,0,0,1041,21020
382,282,0,0,0,0,2164,16749
383,326,0,0,0,0,805,24372
384,317,0,0,0,108,1752,19364
385,254,0,0,0,15,1087,23916
386,425,0,0,190,1159,4539,23558
387,342,0,0,28,150,1935,18646
388,213,0,0,0,0,215,16237
389,270,0,0,0,0,1231,22393
390,358,0,0,0,0,2428,23773
391,236,0,0,0,0,392,14429
392,360,0,0,0,171,2386,27097
393,427,0,0,0,240,2489,21048
394,214,0,0,0,0,129,21138
395,212,0,0,0,0,70,19218
396,457,0,0,0,0,2653,23211
397,296,0,0,0,0,952,20734
398,380,0,0,0,0,1760,22287
399,221,0,0,0,0,340,18871
400,453,0,0,0,0,2738,28967
401,212,0,0,0,0,72,19426
402,341,0,0,0,79,1685,21558
403,309,0,0,0,5,1778,18660
404,229,0,0,0,0,986,17568
405,501,0,0,0,116,2637,24300
406,213,0,0,0,0,89,18383
407,400,0,0,0,350,2740,21471
408,398,0,0,47,354,1396,19111
409,407,0,0,0,0,2188,29289
410,645,0,0,0,1127,4230,25742
411,218,0,0,0,0,220,17432
412,416,0,0,0,11,2198,29197
413,465,0,0,8,427,2971,22935
414,213,0,0,0,0,0,16862
415,410,0,0,0,691,2957,20821
416,392,0,0,0,174,2905,22039
417,431,0,0,0,0,2177,28565
418,213,0,0,0,0,0,19148
419,461,0,0,0,0,2121,25516
420,218,0,0,0,0,292,17550
421,353,0,0,0,81,1891,21930
422,213,0,0,0,0,67,16658
423,365,0,0,0,0,2343,24689
424,281,0,0,0,0,1001,22079
425,435,0,0,0,636,2907,23960
426,213,0,0,0,0,228,14413
427,405,0,0,0,0,2056,28814
428,402,0,0,0,68,4390,28078
429,476,0,0,0,0,4057,24901
430,382,0,0,12,636,3510,22287
431,416,0,0,0,222,2729,28085
432,232,0,0,0,0,264,19523
433,361,0,0,0,39,1401,18430
434,441,0,0,0,123,2836,27821
435,509,0,0,0,81,4384,27439
436,257,0,0,0,0,1435,22277
437,323,0,0,0,213,2630,18104
438,230,0,0,0,0,431,19666
439,580,0,0,0,322,4081,23945
440,289,0,0,0,0,1333,22877
441,256,0,0,0,0,520,18667
442,479,0,0,0,0,1800,25433
443,241,0,0,0,0,967,17628
444,342,0,0,0,274,1288,21197
445,336,0,0,0,411,3829,20942
446,293,0,0,0,150,1946,22056
447,459,0,0,0,0,1767,31095
448,316,0,0,0,254,1690,21369
449,213,0,0,0,0,131,20799
450,287,0,0,0,88,2344,20974
451,632,0,1,152,727,1795,17929
452,429,0,0,0,214,3736,20101
453,345,0,0,7,324,3805,18765
454,367,0,0,0,546,3949,24597
455,449,0,0,0,0,2535,26175
456,392,0,0,0,0,2683,28182
457,397,0,0,6,466,3634,26864
458,222,0,0,0,0,535,18394
459,313,0,0,0,0,1137,25105
460,441,0,0,0,0,1163,26520
461,471,0,0,24,600,2857,16876
462,284,0,0,0,0,1512,15472
463,213,0,0,0,0,126,15747
464,212,0,0,0,0,95,17801
465,439,0,0,0,0,2241,26555
466,351,0,0,0,330,2333,20722
467,423,0,0,0,117,2090,32033
468,369,0,0,0,405,3246,20995
469,509,0,0,4,1189,7137,20209
470,352,0,0,0,54,3119,19343
471,293,0,0,0,63,605,20010
472,350,0,0,0,0,1205,24569
473,370,0,0,0,393,3019,22903
474,221,0,0,0,0,308,17118
475,306,0,0,0,304,1087,18663
476,508,0,0,26,1328,5943,26923
477,318,0,0,0,0,913,25464
478,387,0,0,0,0,1568,24356
479,352,0,0,0,77,1998,21086
480,330,0,0,0,21,2161,21708
481,328,0,0,0,65,1789,22231
482,233,0,0,0,0,509,15041
483,580,0,0,221,1173,4315,21262
484,325,0,0,70,964,4119,19392
485,229,0,0,0,0,564,19957
486,306,0,0,0,209,1786,13607
487,389,0,0,0,146,1834,19314
488,212,0,0,0,0,78,18294
489,213,0,0,0,0,0,18795
490,307,0,0,0,24,1623,25497
491,497,0,0,0,0,1786,20322
492,219,0,0,0,0,306,18316
493,306,0,0,0,0,685,25031
494,216,0,0,0,0,433,17101
495,213,0,0,0,0,70,18925
496,213,0,0,0,0,0,18071
497,443,0,0,0,100,2363,30295
498,213,0,0,0,0,54,16777
499,400,0,12,0,40,44,30024
